DEPARTAMENTO	SETOR	SECRETARIA	SECRETARIA.1
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAPANEMA	UCR CAPANEMA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE PARAUAPEBAS	UCR PARAUAPEBAS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE PARAUAPEBAS	UCR PARAUAPEBAS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE PARAUAPEBAS	UCR PARAUAPEBAS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE PARAUAPEBAS	UCR PARAUAPEBAS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE REDENÇÃO	UCR REDENÇÃO	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE REDENÇÃO	UCR REDENÇÃO	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE REDENÇÃO	UCR REDENÇÃO	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL V	UCR SANTA IZABEL V	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL V	UCR SANTA IZABEL V	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL V	UCR SANTA IZABEL V	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CASTANHAL	UCR CASTANHAL	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CASTANHAL	UCR CASTANHAL	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CASTANHAL	UCR CASTANHAL	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CASTANHAL	UCR CASTANHAL	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE VITÓRIA DO XINGU	UCR VITÓRIA DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE VITÓRIA DO XINGU	UCRF VITÓRIA DO XINGU	SAGO	DAP
COORDENADORIA DE TRANSPORTE - VITÓRIA DO XINGU	CTRANS - POLOS	SAGA	DLPI
COORDENADORIA DE TRANSPORTE - VITÓRIA DO XINGU	CTRANS - POLOS	SAGA	DLPI
COORDENADORIA DE TRANSPORTE - SANTA IZABEL	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DO COQUEIRO	UCR COQUEIRO	SAGO	DAP
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
COORDENADORIA DE TRANSPORTE - SANTARÉM	CTRANS - POLOS	SAGA	DLPI
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTA IZABEL	CCP SANTA IZABEL	SAGO	DAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTA IZABEL	CCP SANTA IZABEL	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAMETÁ	UCR CAMETÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAMETÁ	UCR CAMETÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAMETÁ	UCR CAMETÁ	SAGO	DAP
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COORDENADORIA DE TRANSPORTE - MARITUBA	CTRANS - POLOS	SAGA	DLPI
NÚCLEO DE TECNOLOGIA DA INFORMAÇÃO	NTI	SAGA	NTI
NÚCLEO DE TECNOLOGIA DA INFORMAÇÃO	NTI	SAGA	NTI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MOCAJUBA	UCR MOCAJUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MOCAJUBA	UCR MOCAJUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MOCAJUBA	UCR MOCAJUBA	SAGO	DAP
COORDENADORIA DE ENGENHARIA E ARQUITETURA	DLPI	SAGA	DLPI
COORDENADORIA DE ENGENHARIA E ARQUITETURA	DLPI	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CASTANHAL	UCR CASTANHAL	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CASTANHAL	UCR CASTANHAL	SAGO	DAP
COORDENADORIA DE TRANSPORTE - SANTA IZABEL	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BRAGANÇA	UCR BRAGANÇA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BRAGANÇA	UCR BRAGANÇA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BRAGANÇA	UCR BRAGANÇA	SAGO	DAP
CENTRAL INTEGRADA DE MONITORAMENTO ELETRÔNICA - MARABÁ	CIME - INTERIOR	SAGO	CIME
CENTRAL INTEGRADA DE MONITORAMENTO ELETRÔNICA - MARABÁ	CIME - INTERIOR	SAGO	CIME
CENTRAL INTEGRADA DE MONITORAMENTO ELETRÔNICA - MARABÁ	CIME - INTERIOR	SAGO	CIME
CENTRAL INTEGRADA DE MONITORAMENTO ELETRÔNICA - MARABÁ	CIME - INTERIOR	SAGO	CIME
CENTRAL INTEGRADA DE MONITORAMENTO ELETRÔNICA - MARABÁ	CIME - INTERIOR	SAGO	CIME
CENTRAL INTEGRADA DE MONITORAMENTO ELETRÔNICA - PARAGOMINAS	CIME - INTERIOR	SAGO	CIME
CENTRAL INTEGRADA DE MONITORAMENTO ELETRÔNICA - PARAGOMINAS	CIME - INTERIOR	SAGO	CIME
CENTRAL INTEGRADA DE MONITORAMENTO ELETRÔNICA - MARABÁ	CIME - INTERIOR	SAGO	CIME
COORDENADORIA DE TRANSPORTE - ANANINDEUA	CTRANS - POLOS	SAGA	DLPI
COORDENADORIA DE SAÚDE PRISIONAL	DAB	SAGA	DAB
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
ASSESSORIA DE SEGURANÇA INSTITUCIONAL	ASI	SAGO	ASI
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTA IZABEL	CCP SANTA IZABEL	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTA IZABEL	CCP SANTA IZABEL	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE VITÓRIA DO XINGU	UCRF VITÓRIA DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE VITÓRIA DO XINGU	UCRF VITÓRIA DO XINGU	SAGO	DAP
COORDENADORIA DE TRANSPORTE - VITÓRIA DO XINGU	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE VITÓRIA DO XINGU	UCRF VITÓRIA DO XINGU	SAGO	DAP
COORDENADORIA DE TRANSPORTE - MARITUBA	CTRANS - POLOS	SAGA	DLPI
COORDENADORIA DE TRANSPORTE - SANTA IZABEL	CTRANS - POLOS	SAGA	DLPI
UNIDADE PENITENCIÁRIA DE SEGURANÇA MÁXIMA I	UPMAX I	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL I - ANEXO	UCR SANTA IZABEL I - ANEXO	SAGO	DAP
UNIDADE PENITENCIÁRIA DE SEGURANÇA MÁXIMA I	UPMAX I	SAGO	DAP
COORDENADORIA DE SAÚDE PRISIONAL	DAB	SAGA	DAB
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
COORDENADORIA DE CONTROLE E ARQUIVO PENITENCIÁRIO	DEC	SAGA	DEC
COORDENADORIA DE CONTROLE E ARQUIVO PENITENCIÁRIO	DEC	SAGA	DEC
COORDENADORIA DE TRANSPORTE - COQUEIRO	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ITAITUBA	UCR ITAITUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ITAITUBA	UCR ITAITUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ITAITUBA	UCR ITAITUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ITAITUBA	UCR ITAITUBA	SAGO	DAP
COORDENADORIA DE ASSISTÊNCIA SOCIAL	DAB	SAGA	DAB
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
NÚCLEO DE TECNOLOGIA DA INFORMAÇÃO	NTI	SAGA	NTI
ESCOLA DE ADMINISTRAÇÃO PENITENCIÁRIA	EAP	SAGA	EAP
ESCOLA DE ADMINISTRAÇÃO PENITENCIÁRIA	EAP	SAGA	EAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL V	UCR SANTA IZABEL V	SAGO	DAP
ESCOLA DE ADMINISTRAÇÃO PENITENCIÁRIA	EAP	SAGA	EAP
COORDENADORIA DE ENGENHARIA E ARQUITETURA	DLPI	SAGA	DLPI
CENTRAL DE CUSTÓDIA PROVISÓRIA DE MARABÁ	CCP MARABÁ	SAGO	DAP
COORDENADORIA DE ENGENHARIA E ARQUITETURA	DLPI	SAGA	DLPI
COORDENADORIA DE ENGENHARIA E ARQUITETURA	DLPI	SAGA	DLPI
COORDENADORIA DE TRANSPORTE - MARITUBA	CTRANS - POLOS	SAGA	DLPI
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE PARAUAPEBAS	UCR PARAUAPEBAS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE PARAUAPEBAS	UCR PARAUAPEBAS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE PARAUAPEBAS	UCR PARAUAPEBAS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE PARAUAPEBAS	UCR PARAUAPEBAS	SAGO	DAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SÃO FÉLIX DO XINGU	UCR SÃO FÉLIX DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SÃO FÉLIX DO XINGU	UCR SÃO FÉLIX DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE REDENÇÃO	UCR REDENÇÃO	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SÃO FÉLIX DO XINGU	UCR SÃO FÉLIX DO XINGU	SAGO	DAP
DIRETORIA DE LICITAÇÃO, CONTRATOS E CONVÊNIOS	DLCC	SAGA	DLCC
DIRETORIA DE LOGÍSTICA PATRIMÔNIO E INFRAESTRUTURA	DLPI	SAGA	DLPI
ASSESSORIA DE SEGURANÇA INSTITUCIONAL	ASI	SAGO	ASI
ASSESSORIA DE SEGURANÇA INSTITUCIONAL	ASI	SAGO	ASI
COORDENADORIA DE TRANSPORTE	CTRANS	SAGA	DLPI
ASSESSORIA DE SEGURANÇA INSTITUCIONAL	ASI	SAGO	ASI
ASSESSORIA DE SEGURANÇA INSTITUCIONAL - MARABÁ	ASI - INTERIOR	SAGO	ASI
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
NÚCLEO DE TECNOLOGIA DA INFORMAÇÃO	NTI	SAGA	NTI
NÚCLEO DE TECNOLOGIA DA INFORMAÇÃO	NTI	SAGA	NTI
NÚCLEO DE TECNOLOGIA DA INFORMAÇÃO	NTI	SAGA	NTI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAMETÁ	UCR CAMETÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAMETÁ	UCR CAMETÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAMETÁ	UCR CAMETÁ	SAGO	DAP
COORDENADORIA DE ENGENHARIA E ARQUITETURA	DLPI	SAGA	DLPI
COORDENADORIA DE ENGENHARIA E ARQUITETURA	DLPI	SAGA	DLPI
COORDENADORIA DE TRANSPORTE	CTRANS	SAGA	DLPI
GERÊNCIA DE SERVIÇOS GERAIS	DLPI	SAGA	DLPI
GERÊNCIA DE SERVIÇOS GERAIS	DLPI	SAGA	DLPI
GERÊNCIA DE SERVIÇOS GERAIS	DLPI	SAGA	DLPI
ESCOLA DE ADMINISTRAÇÃO PENITENCIÁRIA	EAP	SAGA	EAP
ESCOLA DE ADMINISTRAÇÃO PENITENCIÁRIA	EAP	SAGA	EAP
COORDENADORIA DE TRANSPORTE - SANTA IZABEL	CTRANS - POLOS	SAGA	DLPI
GABINETE DO SECRETÁRIO DE ESTADO DE ADMINISTRAÇÃO PENITENCIÁRIA	GAB	SAGA	GAB
ASSESSORIA DE SEGURANÇA INSTITUCIONAL	ASI	SAGO	ASI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BRAGANÇA	UCR BRAGANÇA	SAGO	DAP
ESCOLA DE ADMINISTRAÇÃO PENITENCIÁRIA	EAP	SAGA	EAP
ESCOLA DE ADMINISTRAÇÃO PENITENCIÁRIA	EAP	SAGA	EAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE SANTARÉM	UCRF SANTARÉM	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL V	UCR SANTA IZABEL V	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL V	UCR SANTA IZABEL V	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAPANEMA	UCR CAPANEMA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAPANEMA	UCR CAPANEMA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAPANEMA	UCR CAPANEMA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TOMÉ-AÇU	UCR TOMÉ-AÇU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAMETÁ	UCR CAMETÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAMETÁ	UCR CAMETÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAMETÁ	UCR CAMETÁ	SAGO	DAP
COORDENADORIA DE TRANSPORTE - MARITUBA	CTRANS - POLOS	SAGA	DLPI
COORDENADORIA DE PRODUÇÃO	DTP	SAGA	DTP
GERÊNCIA DE SERVIÇOS GERAIS	DLPI	SAGA	DLPI
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE PARAUAPEBAS	UCR PARAUAPEBAS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE PARAUAPEBAS	UCR PARAUAPEBAS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE PARAUAPEBAS	UCR PARAUAPEBAS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAPANEMA	UCR CAPANEMA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAPANEMA	UCR CAPANEMA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAPANEMA	UCR CAPANEMA	SAGO	DAP
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
GERÊNCIA DE PATRIMÔNIO	DLPI	SAGA	DLPI
ASSESSORIA DE SEGURANÇA INSTITUCIONAL	ASI	SAGO	ASI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAMETÁ	UCR CAMETÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAMETÁ	UCR CAMETÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAMETÁ	UCR CAMETÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAMETÁ	UCR CAMETÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE PARAUAPEBAS	UCR PARAUAPEBAS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE PARAUAPEBAS	UCR PARAUAPEBAS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE PARAUAPEBAS	UCR PARAUAPEBAS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
COORDENADORIA DE TRANSPORTE - ANANINDEUA	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL III	UCR SANTA IZABEL III	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL I	UCR SANTA IZABEL I	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL I	UCR SANTA IZABEL I	SAGO	DAP
ESCOLA DE ADMINISTRAÇÃO PENITENCIÁRIA	EAP	SAGA	EAP
ESCOLA DE ADMINISTRAÇÃO PENITENCIÁRIA	EAP	SAGA	EAP
ESCOLA DE ADMINISTRAÇÃO PENITENCIÁRIA	EAP	SAGA	EAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ICOARACI	UCR ICOARACI	SAGO	DAP
ASSESSORIA DE SEGURANÇA INSTITUCIONAL	ASI	SAGO	ASI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAMETÁ	UCR CAMETÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAMETÁ	UCR CAMETÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAMETÁ	UCR CAMETÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAMETÁ	UCR CAMETÁ	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
CASA DE HUMANIZAÇÃO, ASSISTÊNCIA E PROTEÇÃO AO APENADO DE MARABÁ	CHAPA MARABÁ	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE MARABÁ	CCP MARABÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MARABÁ	UCR MARABÁ	SAGO	DAP
COORDENADORIA DE TRANSPORTE - MARABÁ	CTRANS - POLOS	SAGA	DLPI
ESCOLA DE ADMINISTRAÇÃO PENITENCIÁRIA	EAP	SAGA	EAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
ESCOLA DE ADMINISTRAÇÃO PENITENCIÁRIA	EAP	SAGA	EAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
COORDENADORIA DE TRANSPORTE - SANTARÉM	CTRANS - POLOS	SAGA	DLPI
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE SANTARÉM	UCRF SANTARÉM	SAGO	DAP
CENTRAL DE ALVARÁ - SANTARÉM	DEC ALVARÁ INT	SAGA	DEC
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE SANTARÉM	UCRF SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SÃO FÉLIX DO XINGU	UCR SÃO FÉLIX DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SÃO FÉLIX DO XINGU	UCR SÃO FÉLIX DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SÃO FÉLIX DO XINGU	UCR SÃO FÉLIX DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SÃO FÉLIX DO XINGU	UCR SÃO FÉLIX DO XINGU	SAGO	DAP
CENTRAL INTEGRADA DE MONITORAMENTO ELETRÔNICA	CIME	SAGO	CIME
GRUPAMENTO DE BUSCA E RECAPTURA	NBR	SAGO	GBR
CENTRAL INTEGRADA DE MONITORAMENTO ELETRÔNICA	CIME	SAGO	CIME
SEGURANÇA DO SECRETÁRIO	GAB	SAGA	GAB
ESCOLA DE ADMINISTRAÇÃO PENITENCIÁRIA	EAP	SAGA	EAP
ESCOLA DE ADMINISTRAÇÃO PENITENCIÁRIA	EAP	SAGA	EAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
ESCOLA DE ADMINISTRAÇÃO PENITENCIÁRIA	EAP	SAGA	EAP
ESCOLA DE ADMINISTRAÇÃO PENITENCIÁRIA	EAP	SAGA	EAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE VITÓRIA DO XINGU	UCRF VITÓRIA DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE VITÓRIA DO XINGU	UCR VITÓRIA DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE VITÓRIA DO XINGU	UCRF VITÓRIA DO XINGU	SAGO	DAP
COORDENADORIA DE TRANSPORTE - VITÓRIA DO XINGU	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE REINSERÇÃO DE REGIME SEMIABERTO DE SANTA IZABEL	URRS SANTA IZABEL	SAGO	DAP
UNIDADE DE REINSERÇÃO DE REGIME SEMIABERTO DE SANTA IZABEL	URRS SANTA IZABEL	SAGO	DAP
